Date,Open,High,Low,Close,Volume
2008-12-08,73.544,75.204,71.706,74.081,507336277
2008-12-09,73.57,75,72.438,72.862,455555308
2008-12-10,73.528,74.375,72.453,73.356,486901713
2008-12-11,72.894,74.081,71.128,71.591,449987355
2008-12-12,69.646,72.509,69.359,72.445,509945489
2008-12-15,72.468,72.578,70.251,71.437,315501321
2008-12-16,71.886,74.912,71.785,74.797,463954242
2008-12-17,73.951,75.247,73.313,74.073,353894795
2008-12-18,74.407,74.628,71.809,72.692,460428132
2008-12-19,72.535,73.772,71.713,71.792,370381444
2008-12-22,72.112,72.184,69.597,70.876,299957654
2008-12-23,71.258,71.582,69.85,70.139,272418117
2008-12-24,70.378,70.719,70.012,70.549,76333712
2008-12-26,71.021,71.071,70.422,70.956,91852174
2008-12-29,71.021,71.098,69.685,70.752,157745902
2008-12-30,71.241,72.494,70.728,72.432,207048249
2008-12-31,72.518,74.059,72.349,73.464,238477458
2009-01-02,73.626,76.067,73.143,75.679,279623700
2009-01-05,75.41,76.972,74.806,75.589,295665051
2009-01-06,76.232,76.891,75.449,76.092,403496212
2009-01-07,74.898,75.109,73.431,73.815,345229631
2009-01-08,73.4,74.156,73,74.113,324085534
2009-01-09,74.214,74.341,69.491,72.526,406787205
2009-01-12,72.322,72.381,70.34,70.782,341496389
2009-01-13,70.606,71.541,70.173,70.915,438197628
2009-01-14,69.639,69.807,67.703,68.684,535527730
2009-01-15,68.482,69.402,66.529,68.71,655713247
2009-01-16,69.899,70.004,67.608,69.247,490495646
2009-01-20,68.571,69.247,65.166,65.59,516047448
2009-01-21,66.705,68.578,65.511,68.424,448068147
2009-01-22,67.098,68.416,66.079,67.364,525668004
2009-01-23,65.861,68.375,65.59,67.66,475133093
2009-01-26,68.049,69.491,67.412,68.126,390951785
2009-01-27,68.491,69.319,67.813,68.814,336710012
2009-01-28,70.335,71.599,70.07,71.142,405751097
2009-01-29,70.101,71.223,68.765,68.831,361866502
2009-01-30,69.18,69.521,66.927,67.431,471034811
2009-02-02,66.404,67.718,66.194,67.226,354370307
2009-02-03,67.652,68.678,66.934,68.17,342076365
2009-02-04,68.627,69.498,67.6,67.838,396755153
2009-02-05,67.325,69.434,63.281,68.848,513064322
2009-02-06,69.085,71.106,68.935,70.806,449707274
2009-02-09,70.792,71.43,70.272,70.908,294900404
2009-02-10,70.235,70.852,67.122,67.66,658666144
2009-02-11,67.937,68.424,67.082,68.057,398819621
2009-02-12,66.893,68.235,65.981,68.111,576475429
2009-02-13,68.015,68.578,67.356,67.373,361137982
2009-02-17,65.258,67.537,64.452,64.491,588278129
2009-02-18,64.955,65.081,63.729,64.339,445860585
2009-02-19,64.996,65.251,63.518,63.645,389232163
2009-02-20,62.463,63.775,61.683,63.026,586148057
2009-02-23,63.722,63.722,60.723,60.772,466343067
2009-02-24,61.294,63.459,60.81,63.075,523790854
2009-02-25,62.8,63.839,61.57,62.579,567554290
2009-02-26,63.352,64.858,61.489,61.562,446353420
2009-02-27,60.249,61.62,60.087,60.185,578031353
2009-03-02,59.038,60.176,57.286,57.473,523841190
2009-03-03,58.297,58.372,56.692,57.042,545101653
2009-03-04,57.987,59.322,57.042,58.391,568443387
2009-03-05,57.068,58.391,55.493,56.008,596435203
2009-03-06,56.497,57.354,54.626,56.11,602508204
2009-03-09,55.316,56.986,55.137,55.447,466665609
2009-03-10,56.588,58.915,56.474,58.754,499000547
2009-03-11,59.428,60.038,58.475,59.136,438293683
2009-03-12,59.12,61.666,58.59,61.463,503407711
2009-03-13,61.878,62.668,60.835,61.944,414542752
2009-03-16,62.65,63.476,61.717,61.757,443221133
2009-03-17,61.928,63.79,61.42,63.645,438619358
2009-03-18,63.344,65.861,62.743,65.073,581696222
2009-03-19,65.885,65.94,64.06,64.265,526474678
2009-03-20,64.12,64.239,62.302,62.45,455927720
2009-03-23,64.102,66.993,63.751,66.934,516217942
2009-03-24,66.133,67.047,65.543,65.614,406397908
2009-03-25,66.127,67.325,64.363,66.306,542932197
2009-03-26,66.959,67.813,66.203,67.66,518402041
2009-03-27,66.798,67.187,66.194,66.44,395956343
2009-03-30,64.962,65.019,63.466,64.145,398124231
2009-03-31,64.767,66.008,64.355,64.739,447418347
2009-04-01,63.932,66.285,63.766,65.989,463116903
2009-04-02,67.633,68.879,66.05,67.924,584986427
2009-04-03,67.967,68.611,67.301,68.594,349650159
2009-04-06,67.845,68.603,66.993,68.057,325353379
2009-04-07,66.959,67.287,66.355,66.471,318235444
2009-04-08,66.805,67.524,66.381,67.187,283019187
2009-04-09,68.928,69.866,68.653,69.858,331233424
2009-04-13,69.128,70.451,68.857,69.873,276195215
2009-04-14,69.223,69.817,68.448,68.67,339764809
2009-04-15,68.253,69.538,68.066,69.402,307983645
2009-04-16,69.955,70.948,69.013,70.422,411752216
2009-04-17,70.689,71.353,70.122,70.892,322629347
2009-04-20,69.639,70.868,67.845,67.924,360759287
2009-04-21,67.422,69.305,67.364,69.247,369097757
2009-04-22,68.619,70.287,68.442,68.822,418130221
2009-04-23,68.96,69.538,68.084,69.498,399100980
2009-04-24,70.037,71.079,69.759,70.549,353404930
2009-04-27,69.75,70.834,69.639,69.882,355712516
2009-04-28,69.172,70.495,69.005,69.661,304546443
2009-04-29,70.435,71.935,70.258,71.142,382643281
2009-04-30,72.091,72.468,70.76,71.167,370254103
2009-05-01,71.184,71.809,70.597,71.55,290030142
2009-05-04,72.091,74.034,71.949,73.986,352688726
2009-05-05,73.73,74.025,73.136,73.73,298537773
2009-05-06,74.637,75.061,73.764,75.009,358610744
2009-05-07,75.719,75.832,73.494,73.969,390375713
2009-05-08,74.921,75.886,74.01,75.695,367382080
2009-05-11,74.653,74.982,74.113,74.278,304541146
2009-05-12,74.594,74.756,73.143,74.059,346929287
2009-05-13,73.059,73.278,72.047,72.192,331191183
2009-05-14,72.226,73.365,72.047,72.812,319496612
2009-05-15,72.755,73.269,71.764,72.218,333504950
2009-05-18,72.9,74.358,72.104,74.269,297531742
2009-05-19,74.23,74.875,73.925,74.181,253169145
2009-05-20,74.858,75.547,73.603,73.685,350831663
2009-05-21,72.829,73.102,71.851,72.624,318132797
2009-05-22,72.829,73.269,72.192,72.468,204906254
2009-05-26,71.935,74.538,71.901,74.326,290285816
2009-05-27,74.443,74.694,72.888,73,302563451
2009-05-28,73.643,74.358,72.535,74.018,355114748
2009-05-29,74.425,76.279,73.824,75.329,317706626
2009-06-01,76.254,77.476,76.06,77.149,339332434
2009-06-02,76.851,77.64,71.258,77.217,283598560
2009-06-03,76.559,76.632,75.515,76.239,289162444
2009-06-04,76.522,77.071,75.954,76.956,258082754
2009-06-05,77.735,77.882,76.363,76.972,349173038
2009-06-08,76.397,77.422,75.741,76.655,293045554
2009-06-09,77.088,77.454,76.541,77.046,276536719
2009-06-10,77.727,77.735,75.866,76.851,363719954
2009-06-11,76.995,78.243,76.979,77.19,338309688
2009-06-12,76.851,77.454,76.522,77.404,226477741
2009-06-15,76.487,76.541,75.22,75.629,275388169
2009-06-16,75.895,75.946,74.552,74.602,279231211
2009-06-17,74.567,75.163,73.943,74.531,274472922
2009-06-18,74.647,75.441,74.285,75.079,260076117
2009-06-19,75.369,75.467,74.505,74.929,264904213
2009-06-22,74.199,74.236,72.658,72.683,309442399
2009-06-23,72.838,73.169,72.331,72.738,231313480
2009-06-24,73.4,74.147,72.941,73.365,259895002
2009-06-25,73,75.034,72.917,74.96,343219200
2009-06-26,74.709,75.093,74.299,74.765,205848515
2009-06-29,74.982,75.564,74.567,75.467,206956817
2009-06-30,75.483,75.76,74.299,74.858,281158743
2009-07-01,75.172,75.895,75.07,75.163,212558006
2009-07-02,74.19,75.187,73.075,73.111,260794430
2009-07-06,72.406,73.214,72.176,73.102,214349574
2009-07-07,73.033,73.118,71.639,71.689,242055143
2009-07-08,72.12,72.292,70.825,71.639,304697086
2009-07-09,72.137,72.372,71.564,71.778,201178956
2009-07-10,71.395,72.038,71.112,71.607,213146615
2009-07-13,71.894,73.408,71.308,73.348,267063497
2009-07-14,73.58,73.833,73.051,73.764,223016664
2009-07-15,74.74,76.123,73.824,75.922,271319073
2009-07-16,75.709,76.939,75.564,76.648,283967164
2009-07-17,76.576,76.787,76.15,76.632,170204613
2009-07-20,77.078,77.575,76.677,77.446,201672584
2009-07-21,78.049,78.071,76.866,77.803,267437944
2009-07-22,77.306,78.257,77.252,77.787,240842955
2009-07-23,77.839,79.845,77.77,79.504,317895895
2009-07-24,79.13,79.894,78.713,79.828,189172255
2009-07-27,79.682,80.105,79.243,80.065,195629018
2009-07-28,79.504,80.08,79.017,79.691,229318590
2009-07-29,79.326,79.855,78.949,79.495,238793705
2009-07-30,80.453,81.27,80.268,80.324,277089387
2009-07-31,80.307,80.977,80.088,80.439,254711717
2009-08-03,81.285,81.842,80.847,81.767,215918516
2009-08-04,81.4,82.091,81.229,81.978,217070336
2009-08-05,82.04,82.108,81.065,81.742,226911833
2009-08-06,82.114,82.241,80.936,81.32,237325172
2009-08-07,82.174,83.06,81.724,82.388,271081421
2009-08-10,82.014,82.404,81.629,82.217,160791549
2009-08-11,81.85,81.904,80.969,81.19,193223360
2009-08-12,81.05,82.678,81.009,82.062,269076747
2009-08-13,82.434,82.72,81.621,82.688,216744778
2009-08-14,82.645,82.713,81.164,82.054,245294199
2009-08-17,80.468,80.557,79.869,80.035,292219487
2009-08-18,80.214,80.952,80.065,80.665,213074310
2009-08-19,80.035,81.652,79.954,81.373,236844838
2009-08-20,81.483,82.404,81.303,82.217,213897139
2009-08-21,82.89,83.958,82.727,83.828,275897341
2009-08-24,84.17,84.625,83.518,83.819,234960738
2009-08-25,84.153,84.875,83.802,83.983,264480430
2009-08-26,83.719,84.372,83.435,83.991,239065626
2009-08-27,83.942,84.435,82.991,84.179,241042511
2009-08-28,84.85,84.951,83.583,84.162,180599933
2009-08-31,83.341,83.51,82.863,83.41,216255935
2009-09-01,82.999,84.043,81.4,81.573,394645802
2009-09-02,81.229,81.767,81.058,81.261,211039608
2009-09-03,81.734,82.04,81.074,81.934,176359486
2009-09-04,82.099,83.109,81.858,83.087,175273024
2009-09-08,83.851,83.893,83.356,83.802,163261090
2009-09-09,83.949,84.731,83.689,84.443,189920910
2009-09-10,84.501,85.367,84.03,85.308,200103933
2009-09-11,85.47,85.726,84.892,85.29,187183067
2009-09-14,84.569,85.852,83.974,85.708,183756041
2009-09-15,85.845,86.384,85.282,86.066,241737631
2009-09-16,86.375,87.385,86.075,87.368,253542650
2009-09-17,87.247,87.971,86.759,87.237,281505958
2009-09-18,87.229,87.237,86.584,86.881,188921688
2009-09-21,86.205,87.106,86.02,86.656,186579131
2009-09-22,87.166,87.404,86.778,87.157,175812077
2009-09-23,87.368,87.945,86.286,86.441,277546304
2009-09-24,86.627,86.811,85.114,85.487,280849838
2009-09-25,85.299,85.773,84.739,85.031,250659303
2009-09-28,85.36,86.744,85.342,86.553,145298367
2009-09-29,86.709,87.124,86.111,86.293,164274261
2009-09-30,86.584,86.664,85.174,85.959,312475702
2009-10-01,85.755,86.075,83.81,83.851,346203717
2009-10-02,83.052,83.933,83.03,83.435,276074010
2009-10-05,83.769,84.926,83.527,84.681,184101475
2009-10-06,85.29,86.384,85.242,85.894,248733327
2009-10-07,85.699,86.222,85.538,86.127,195556383
2009-10-08,86.744,87.247,86.161,86.786,225166749
2009-10-09,86.811,87.316,86.584,87.316,165839720
2009-10-12,87.725,87.996,87.331,87.653,144985373
2009-10-13,87.419,87.677,86.909,87.478,193704504
2009-10-14,88.516,89.07,87.446,88.978,235135913
2009-10-15,88.559,89.298,88.525,89.298,213580621
2009-10-16,88.574,88.942,88.111,88.644,235931688
2009-10-19,88.791,89.656,88.525,89.372,195961862
2009-10-20,89.504,89.53,88.487,88.909,222237437
2009-10-21,88.772,89.803,88.036,88.111,277349917
2009-10-22,88.074,89.278,87.514,88.998,292896733
2009-10-23,89.288,89.344,87.621,87.989,294848908
2009-10-26,88.083,88.978,86.786,87.029,297299469
2009-10-27,87.134,87.419,86.425,86.639,311104015
2009-10-28,86.417,86.683,84.951,84.998,305644012
2009-10-29,85.631,86.996,85.431,86.819,243352529
2009-10-30,86.535,86.796,84.21,84.309,399966304
2009-11-02,84.772,85.815,83.917,84.926,312606890
2009-11-03,84.453,85.317,84.291,85.195,280513036
2009-11-04,85.894,86.561,85.195,85.417,304631003
2009-11-05,86.02,87.013,85.836,86.986,221124777
2009-11-06,86.505,87.428,86.333,87.211,209994399
2009-11-09,87.881,89.246,87.812,89.193,195919229
2009-11-10,88.978,89.485,88.711,89.212,211156021
2009-11-11,89.803,90.232,89.236,89.665,208166677
2009-11-12,89.54,90.03,88.542,88.765,193031157
2009-11-13,88.978,89.621,88.542,89.236,185437922
2009-11-16,89.864,90.91,89.811,90.527,259089805
2009-11-17,90.31,90.666,89.965,90.629,180734690
2009-11-18,90.565,90.7,90.03,90.565,192223173
2009-11-19,89.974,90.599,88.845,89.399,256402641
2009-11-20,88.934,89.344,88.745,89.078,164841941
2009-11-23,90.152,90.953,90.058,90.232,181810801
2009-11-24,90.384,90.521,89.55,90.375,170030650
2009-11-25,90.511,90.758,90.232,90.658,134585770
2009-11-27,88.25,89.811,88.169,89.193,154776471
2009-11-30,89.122,89.711,88.019,89.495,197613329
2009-12-01,90.31,90.894,90.162,90.591,196064138
2009-12-02,90.572,91.176,90.31,90.555,162531486
2009-12-03,90.787,91.323,89.794,89.864,205536332
2009-12-04,91.036,91.496,89.579,90.393,337687714
2009-12-07,90.31,90.768,89.955,90.25,157198822
2009-12-08,89.579,90.192,88.942,89.226,208654946
2009-12-09,89.203,89.692,88.754,89.559,190474737
2009-12-10,90.133,90.475,89.918,90.081,169409942
2009-12-11,90.468,90.649,90.058,90.468,153366549
2009-12-14,91.062,91.176,90.658,91.062,131609086
2009-12-15,90.729,91.111,90.384,90.639,147906192
2009-12-16,91.007,91.285,90.565,90.768,190836802
2009-12-17,90.152,90.317,89.612,89.692,225270369
2009-12-18,89.711,89.794,88.951,89.72,214462029
2009-12-21,90.182,90.919,90.182,90.619,145075357
2009-12-22,90.806,91.156,90.692,90.945,112650408
2009-12-23,91.176,91.266,90.758,91.136,137310614
2009-12-24,91.332,91.676,91.166,91.57,48738502
2009-12-28,91.926,91.988,91.44,91.769,107492484
2009-12-29,92.004,92.024,91.632,91.642,98972583
2009-12-30,91.367,91.713,91.313,91.604,89840759
2009-12-31,91.803,91.832,90.666,90.71,111336579
2010-01-04,91.487,92.307,90.758,92.257,146107574
2010-01-05,92.212,92.533,91.879,92.501,137061047
2010-01-06,92.416,92.785,92.335,92.551,142581991
2010-01-07,92.4,93.066,92.152,92.961,161027947
2010-01-08,92.701,93.31,92.521,93.27,155269014
2010-01-11,93.682,93.719,93,93.403,130668397
2010-01-12,92.775,92.98,92.178,92.521,200633432
2010-01-13,92.757,93.577,92.297,93.31,198776754
2010-01-14,93.206,93.728,93.148,93.57,142224978
2010-01-15,93.403,93.493,92.171,92.511,260761598
2010-01-19,92.492,93.719,92.473,93.682,170955104
2010-01-20,93.038,93.178,91.982,92.701,265929369
2010-01-21,92.73,93.028,90.796,90.919,423614116
2010-01-22,90.521,90.953,88.808,88.909,424944306
2010-01-25,89.72,89.893,89.06,89.353,229627858
2010-01-26,89.007,89.938,88.772,88.978,259392736
2010-01-27,88.874,89.612,88.192,89.408,333948312
2010-01-28,89.702,89.758,87.845,88.397,388291788
2010-01-29,88.772,89.38,87.283,87.419,381626173
2010-02-01,88.036,88.791,87.514,88.791,230767093
2010-02-02,88.934,90.049,88.635,89.864,265730041
2010-02-03,89.441,89.948,89.148,89.408,212176609
2010-02-04,88.719,88.765,86.639,86.656,438177767
2010-02-05,86.751,87.013,85.137,86.827,606304570
2010-02-08,86.9,87.375,86.136,86.205,275359188
2010-02-09,87.211,88.036,86.513,87.283,414967516
2010-02-10,87.149,87.593,86.384,87.116,295436438
2010-02-11,87.004,88.13,86.498,88.028,274652528
2010-02-12,87.097,88.005,86.709,87.954,374187692
2010-02-16,88.617,89.416,88.269,89.327,195700290
2010-02-17,89.776,89.893,89.327,89.767,207403713
2010-02-18,89.612,90.493,89.569,90.31,237945210
2010-02-19,90.067,90.806,89.847,90.493,273538730
2010-02-22,90.787,90.816,90.242,90.502,162570481
2010-02-23,90.268,90.521,89.157,89.389,254882421
2010-02-24,89.656,90.384,89.424,90.232,216623311
2010-02-25,88.925,90.182,88.682,90.106,318926729
2010-02-26,90.192,90.475,89.64,90.172,213231323
2010-03-01,90.521,91.176,90.511,91.081,181441685
2010-03-02,91.487,91.786,91.176,91.342,197757763
2010-03-03,91.577,91.972,91.186,91.421,185219282
2010-03-04,91.552,91.832,91.195,91.705,166775849
2010-03-05,92.297,93.075,92.084,93.01,216338521
2010-03-08,93.018,93.233,92.858,93.028,140809133
2010-03-09,92.739,93.616,92.682,93.178,189852350
2010-03-10,93.224,93.851,93.139,93.596,228585382
2010-03-11,93.383,94.021,93.085,93.992,197614612
2010-03-12,94.405,94.424,93.728,94.001,199087322
2010-03-15,93.832,94.086,93.3,94.03,180344945
2010-03-16,94.293,94.851,94.03,94.755,207121802
2010-03-17,95.051,95.647,94.765,95.33,217995980
2010-03-18,95.34,95.484,94.901,95.281,241385267
2010-03-19,95.213,95.484,94.058,94.424,278398497
2010-03-22,93.879,95.089,93.812,94.919,226606377
2010-03-23,95.051,95.672,94.736,95.577,224719408
2010-03-24,95.222,95.597,94.086,95.118,240985159
2010-03-25,95.759,96.204,94.842,94.955,274412641
2010-03-26,95.147,95.587,94.538,94.91,252808414
2010-03-29,95.398,95.672,94.991,95.512,165231974
2010-03-30,95.627,95.911,95.175,95.569,179062047
2010-03-31,95.204,95.672,94.929,95.253,197863751
2010-04-01,95.885,96.272,95.33,95.885,198031422
2010-04-05,96.272,96.755,95.989,96.678,130019726
2010-04-06,96.408,97.082,96.292,96.909,135592262
2010-04-07,96.716,97.181,95.894,96.35,226727475
2010-04-08,96.018,96.851,95.73,96.687,194946780
2010-04-09,96.891,97.377,96.716,97.338,163380814
2010-04-12,97.444,97.724,97.348,97.473,135463027
2010-04-13,97.386,97.714,96.881,97.562,153699498
2010-04-14,97.912,98.668,97.754,98.668,198515182
2010-04-15,98.48,98.979,98.451,98.747,177640605
2010-04-16,98.393,98.737,96.678,97.181,450662994
2010-04-19,96.881,97.638,96.446,97.542,267719882
2010-04-20,98.147,98.47,97.591,98.412,193723265
2010-04-21,98.451,98.698,97.694,98.216,236964426
2010-04-22,97.542,98.648,96.978,98.51,293811417
2010-04-23,98.451,99.214,98.186,99.169,217833019
2010-04-26,99.195,99.404,98.698,98.807,176218136
2010-04-27,98.206,98.787,96.272,96.456,437119108
2010-04-28,96.919,97.434,96.282,97.191,369342514
2010-04-29,97.773,98.59,97.744,98.393,238026742
2010-04-30,98.412,98.5,96.697,96.726,331660201
2010-05-03,97.191,98.236,97.046,97.981,224481429
2010-05-04,96.881,96.899,95.185,95.672,442646263
2010-05-05,94.891,95.885,94.424,95.099,404099849
2010-05-06,94.651,95.253,85.478,91.953,795191535
2010-05-07,91.705,92.597,89.06,90.565,783156252
2010-05-10,94.293,94.955,93.56,94.567,486629399
2010-05-11,93.682,95.551,93.56,94.313,390436161
2010-05-12,94.671,95.749,94.51,95.617,289411950
2010-05-13,95.36,95.807,94.357,94.434,287998174
2010-05-14,93.711,93.897,91.898,92.701,424526243
2010-05-17,92.971,93.233,90.981,92.757,400378914
2010-05-18,93.531,93.794,91.195,91.516,442944159
2010-05-19,90.981,91.803,89.847,90.973,484909663
2010-05-20,89.033,89.451,87.486,87.54,651554997
2010-05-21,86.222,89.033,85.773,88.828,615300609
2010-05-24,88.357,89.043,87.603,87.677,331441729
2010-05-25,85.571,87.812,84.975,87.779,487053905
2010-05-26,88.314,89.113,86.986,87.247,429583699
2010-05-27,88.891,90.209,88.559,90.182,369579427
2010-05-28,90.081,90.152,88.608,89.033,365971665
2010-06-01,88.208,89.504,87.404,87.531,341374785
2010-06-02,87.989,89.83,87.521,89.82,295107417
2010-06-03,90.09,90.429,89.203,90.143,278370441
2010-06-04,88.422,88.998,86.673,86.961,489474326
2010-06-07,87.273,87.603,85.815,85.879,325037099
2010-06-08,85.94,86.97,85.195,86.796,439478212
2010-06-09,87.3,88.16,85.968,86.333,329230977
2010-06-10,87.803,88.951,86.323,88.865,390486373
2010-06-11,88.074,89.336,88.019,89.278,263027945
2010-06-14,89.984,90.475,89.051,89.148,254512781
2010-06-15,89.785,91.256,89.621,91.176,292681406
2010-06-16,90.692,91.535,90.521,91.148,265786627
2010-06-17,91.413,91.45,90.419,91.285,323288737
2010-06-18,91.036,91.285,90.658,90.945,213743933
2010-06-21,92.093,92.171,90.209,90.683,261814974
2010-06-22,90.683,91.091,89.06,89.193,294016224
2010-06-23,89.253,89.569,88.314,88.916,312863563
2010-06-24,88.497,88.591,87.22,87.446,330052510
2010-06-25,87.706,88.269,86.918,87.812,293243772
2010-06-28,87.945,88.184,87.22,87.531,208003384
2010-06-29,86.309,87.521,84.3,84.834,459115033
2010-06-30,84.598,85.38,83.751,84.031,348981181
2010-07-01,83.974,84.25,82.327,83.656,470372228
2010-07-02,83.942,84.195,82.727,83.2,286682662
2010-07-06,84.372,84.967,82.939,83.746,315612291
2010-07-07,83.958,86.488,83.867,86.384,311722385
2010-07-08,87.106,87.331,86.222,87.237,258991459
2010-07-09,87.211,87.901,87.044,87.891,178113064
2010-07-12,87.593,88.12,87.229,87.945,161264391
2010-07-13,88.865,89.621,88.673,89.27,261674011
2010-07-14,88.978,89.612,88.617,89.261,226543739
2010-07-15,89.226,89.595,88.056,89.278,285396250
2010-07-16,88.808,88.909,86.656,86.827,347251190
2010-07-19,87.149,87.621,86.473,87.341,229347187
2010-07-20,86.188,88.389,86.145,88.314,317118113
2010-07-21,88.772,88.791,86.802,87.157,324936235
2010-07-22,88.201,89.495,88.192,89.104,337532330
2010-07-23,88.925,90.03,88.673,89.893,272723053
2010-07-26,90.058,90.903,89.794,90.796,223718199
2010-07-27,91.313,91.421,90.468,90.787,251637820
2010-07-28,90.609,90.894,89.928,90.242,200292856
2010-07-29,90.768,91.026,89.06,89.794,270423852
2010-07-30,88.874,90.268,88.719,89.776,270327427
2010-08-02,91.166,91.953,90.778,91.793,231256344
2010-08-03,91.57,91.803,91.044,91.359,180148949
2010-08-04,91.613,92.084,91.304,91.972,194292839
2010-08-05,91.385,91.935,91.239,91.879,172553316
2010-08-06,90.953,91.651,90.31,91.506,294474359
2010-08-09,91.935,92.152,91.44,91.988,148387228
2010-08-10,91.195,91.982,90.658,91.496,298390313
2010-08-11,90.09,90.124,88.837,88.968,335845643
2010-08-12,87.633,88.754,87.593,88.441,294246211
2010-08-13,88.169,88.702,88.065,88.175,194940007
2010-08-16,87.567,88.422,87.256,88.14,181669712
2010-08-17,88.891,89.874,88.635,89.212,211611097
2010-08-18,89.166,89.864,88.654,89.372,224695437
2010-08-19,88.909,89.132,87.451,87.82,326558464
2010-08-20,87.559,87.871,86.909,87.531,257605985
2010-08-23,87.954,88.397,87.157,87.201,192590663
2010-08-24,86.254,86.612,85.452,85.908,344671000
2010-08-25,85.435,86.57,84.901,86.246,334422917
2010-08-26,86.656,86.768,85.384,85.666,275640046
2010-08-27,86.205,87.079,84.919,86.996,283120805
2010-08-30,86.768,87.029,85.726,85.734,205167532
2010-08-31,85.418,86.276,85.063,85.737,336334006
2010-09-01,86.89,88.422,86.827,88.294,328896059
2010-09-02,88.516,89.132,88.323,89.113,191615386
2010-09-03,90.003,90.375,89.504,90.292,209496444
2010-09-07,89.856,89.974,89.176,89.253,174364611
2010-09-08,89.424,90.259,89.389,89.893,184519304
2010-09-09,90.884,90.91,90.067,90.31,180562413
2010-09-10,90.475,90.846,90.278,90.745,128286718
2010-09-13,91.661,91.963,91.285,91.769,218882005
2010-09-14,91.586,92.229,91.239,91.713,257681563
2010-09-15,91.44,92.178,91.166,92.062,207052089
2010-09-16,91.778,92.093,91.469,92.042,245564455
2010-09-17,92.034,92.123,91.323,91.577,188389147
2010-09-20,91.908,93.178,91.604,92.98,263766276
2010-09-21,93.048,93.493,92.408,92.785,329822739
2010-09-22,92.627,93.168,92.084,92.326,234971418
2010-09-23,91.577,92.525,91.323,91.586,248402953
2010-09-24,92.589,93.55,92.521,93.473,186513804
2010-09-27,93.512,93.616,92.932,93.028,158168754
2010-09-28,93.148,93.664,92.152,93.354,256952376
2010-09-29,93.111,93.56,92.812,93.186,220636939
2010-09-30,93.673,94.275,92.473,92.914,352577169
2010-10-01,93.586,93.711,92.739,93.3,191150890
2010-10-04,93.104,93.503,92.152,92.589,203987357
2010-10-05,93.456,94.69,93.354,94.473,282036463
2010-10-06,94.454,94.7,94.076,94.463,182546409
2010-10-07,94.832,94.861,93.775,94.357,202466963
2010-10-08,94.483,95.138,94.113,94.871,170315093
2010-10-11,95.021,95.222,94.643,94.955,126505028
2010-10-12,94.651,95.542,94.152,95.262,223520795
2010-10-13,95.788,96.503,95.551,95.989,238531346
2010-10-14,95.894,96.067,95.021,95.627,267232488
2010-10-15,96.292,96.34,95.051,95.817,256029373
2010-10-18,95.847,96.599,95.503,96.494,173754172
2010-10-19,95.417,95.921,94.454,95.031,344567513
2010-10-20,95.195,96.427,95.147,95.94,245651122
2010-10-21,96.389,96.948,95.437,96.175,272074496
2010-10-22,96.302,96.484,96.058,96.34,115125807
2010-10-25,96.998,97.493,96.543,96.628,185592346
2010-10-26,96.147,96.755,95.94,96.648,195229927
2010-10-27,95.96,96.465,95.474,96.37,233345417
2010-10-28,96.928,96.968,95.911,96.389,207035799
2010-10-29,96.292,96.648,96.128,96.465,154051122
2010-11-01,96.928,97.483,95.921,96.484,213828222
2010-11-02,97.23,97.483,96.958,97.279,194506854
2010-11-03,97.434,97.704,96.436,97.658,278474227
2010-11-04,98.737,99.56,97.676,99.52,264147232
2010-11-05,99.58,100.08,99.454,99.93,186849515
2010-11-08,99.58,99.89,99.264,99.72,191409755
2010-11-09,100,100.09,98.598,98.999,229127369
2010-11-10,98.979,99.434,98.216,99.384,271692716
2010-11-11,98.54,99.175,98.236,99.029,193916697
2010-11-12,98.363,98.807,97.405,97.843,257240904
2010-11-15,98.166,98.54,97.685,97.704,201136967
2010-11-16,97.122,97.289,95.72,96.194,368729984
2010-11-17,96.242,96.638,95.931,96.252,211499775
2010-11-18,97.181,98.008,97.181,97.667,242788568
2010-11-19,97.608,97.971,97.082,97.931,148152953
2010-11-22,97.434,97.883,96.687,97.833,222957094
2010-11-23,96.687,96.881,96.048,96.436,272879047
2010-11-24,97.046,97.873,97.027,97.843,172074118
2010-11-26,97.007,97.542,96.716,96.716,64452059
2010-11-29,96.465,97.279,95.847,97.007,274581993
2010-11-30,96.038,97.017,95.885,96.465,287246243
2010-12-01,97.843,98.698,97.833,98.5,271440504
2010-12-02,98.678,99.86,98.608,99.79,234836466
2010-12-03,99.424,100.15,99.394,100.06,140635864
2010-12-06,99.84,100.16,99.73,99.95,126370552
2010-12-07,100.88,100.94,99.95,100.01,253613594
2010-12-08,100.11,100.44,99.65,100.36,169461733
2010-12-09,100.91,100.95,100.24,100.74,151746564
2010-12-10,101.06,101.45,100.71,101.35,120631245
2010-12-13,101.82,101.96,101.38,101.41,164300367
2010-12-14,101.58,101.98,101.18,101.51,180736780
2010-12-15,101.33,101.73,100.84,101.03,196001899
2010-12-16,101.09,101.72,100.73,101.64,227215295
2010-12-17,101.01,101.33,100.8,101.19,109443904
2010-12-20,101.48,101.72,100.92,101.45,146242570
2010-12-21,101.78,102.15,101.69,102.09,116637132
2010-12-22,102.15,102.41,102.1,102.38,96852496
2010-12-23,102.28,102.38,102.03,102.24,86071800
2010-12-27,101.89,102.37,101.81,102.29,71367428
2010-12-28,102.44,102.48,102.17,102.41,67905874
